"Product ID",SKU,"Matrix ID","Product Code",Name,Description,"Description HTML","Stock Type","Stock Level","Price (RRP)","Trade Price",Categories,Brand,"Product Range",Material,Size,Height,Length,Width,Weight,Colour,Image,"Created At","Updated At","Image 1","Image 2","Image 3","Image 4","Image 5","Image 6","Image 7","Image 8","Image 9","Image 10"
1251,IRALLSALOMESETRED/BLACKXLARGE,3096,irsalsrb,"Irall Salome Set Red/BlackXLarge","A black and red shorty set from Irall. Salome is made with soft, high quality satin. The top has detailed embroidery and adjustable shoe string straps. The shorts are elasticised for comfort and fit. Salome set arrives packaged in an Irall box making her brand ideal for the gift market. Made in Europe and available in 4 sizes.","<p>A black and red shorty set from Irall. Salome is made with soft, high quality satin. The top has detailed embroidery and adjustable shoe string straps. The shorts are elasticised for comfort and fit. Salome set arrives packaged in an Irall box making her brand ideal for the gift market. Made in Europe and available in 4 sizes.</p>","Pre-Order Continuity",blue,32.9900,16.0800,"Nightwear,Irall,Pyjamas,Short Sets",Irall,"Irall Salome Set",N/A,XLarge,23,4,18,0.1600,Red/Black,https://www.alterego-lingerie.com/media/catalog/product/i/r/irsalome_set.jpg,"2016-02-12 11:01:35","2017-11-15 10:04:10",https://www.alterego-lingerie.com/media/catalog/product/i/r/irsalome_set.jpg,,,,,,,,,
1256,IRALLSOLANGENIGHTRESSDUSROSELA,3101,irsolandrs,"Irall Solange Nightdress Rose Dusty RoseLarge","A beautiful nightdress available in dusty rose or deep red, with sheer black polka dot overlay. Adjustable straps and pretty embroidery on the cups. Solange arrives packaged in her own Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes. ","<p>A beautiful nightdress available in dusty rose or deep red, with sheer black polka dot overlay. Adjustable straps and pretty embroidery on the cups. Solange arrives packaged in her own Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes. </p>",Discontinued,green,33.9900,16.6400,"Nightwear,Irall,Nightdresses,Irall",Irall,"Irall Solange Nightdress Rose","100% Polyester",Large,23,4,18,0.1700,"Dusty Rose",https://www.alterego-lingerie.com/media/catalog/product/i/r/irsolange_nd_rose.jpg,"2016-02-12 11:01:35","2017-09-15 16:55:46",https://www.alterego-lingerie.com/media/catalog/product/i/r/irsolange_nd_rose.jpg,,,,,,,,,
1257,IRALLSOLANGENIGHTRESSDUSROSEME,3102,irsolandrs,"Irall Solange Nightdress Rose Dusty RoseMedium","A beautiful nightdress available in dusty rose or deep red, with sheer black polka dot overlay. Adjustable straps and pretty embroidery on the cups. Solange arrives packaged in her own Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes. ","<p>A beautiful nightdress available in dusty rose or deep red, with sheer black polka dot overlay. Adjustable straps and pretty embroidery on the cups. Solange arrives packaged in her own Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes. </p>",Discontinued,amber,33.9900,16.6400,"Nightwear,Irall,Nightdresses,Irall",Irall,"Irall Solange Nightdress Rose","100% Polyester",Medium,23,4,18,0.1700,"Dusty Rose",https://www.alterego-lingerie.com/media/catalog/product/i/r/irsolange_nd_rose.jpg,"2016-02-12 11:01:35","2017-09-15 16:55:10",https://www.alterego-lingerie.com/media/catalog/product/i/r/irsolange_nd_rose.jpg,,,,,,,,,
1258,IRALLSOLANGENIGHTRESSDUSROSESM,3103,irsolandrs,"Irall Solange Nightdress Rose Dusty RoseSmall","A beautiful nightdress available in dusty rose or deep red, with sheer black polka dot overlay. Adjustable straps and pretty embroidery on the cups. Solange arrives packaged in her own Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes. ","<p>A beautiful nightdress available in dusty rose or deep red, with sheer black polka dot overlay. Adjustable straps and pretty embroidery on the cups. Solange arrives packaged in her own Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes. </p>",Discontinued,green,33.9900,16.6400,"Nightwear,Irall,Nightdresses,Irall",Irall,"Irall Solange Nightdress Rose","100% Polyester",Small,23,4,18,0.1700,"Dusty Rose",https://www.alterego-lingerie.com/media/catalog/product/i/r/irsolange_nd_rose.jpg,"2016-02-12 11:01:35","2017-09-15 16:56:12",https://www.alterego-lingerie.com/media/catalog/product/i/r/irsolange_nd_rose.jpg,,,,,,,,,
1259,IRALLSOLANGENIGHTRESSDUSROSEXL,3104,irsolandrs,"Irall Solange Nightdress Rose Dusty RoseXLarge","A beautiful nightdress available in dusty rose or deep red, with sheer black polka dot overlay. Adjustable straps and pretty embroidery on the cups. Solange arrives packaged in her own Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes. ","<p>A beautiful nightdress available in dusty rose or deep red, with sheer black polka dot overlay. Adjustable straps and pretty embroidery on the cups. Solange arrives packaged in her own Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes. </p>",Discontinued,amber,33.9900,16.6400,"Nightwear,Irall,Nightdresses,Irall",Irall,"Irall Solange Nightdress Rose","100% Polyester",XLarge,23,4,18,0.1700,"Dusty Rose",https://www.alterego-lingerie.com/media/catalog/product/i/r/irsolange_nd_rose.jpg,"2016-02-12 11:01:35","2017-09-15 16:55:10",https://www.alterego-lingerie.com/media/catalog/product/i/r/irsolange_nd_rose.jpg,,,,,,,,,
1260,IRALLSOLANGENIGHTRESSREDLARGE,3105,irsolandrd,"Irall Solange Nightdress Red RedLarge","A beautiful nightdress available in dusty rose or deep red, with sheer black polka dot overlay. Adjustable straps and pretty embroidery on the cups. Solange arrives packaged in her own Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes. ","<p>A beautiful nightdress available in dusty rose or deep red, with sheer black polka dot overlay. Adjustable straps and pretty embroidery on the cups. Solange arrives packaged in her own Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes. </p>",Discontinued,amber,33.9900,16.6400,"Nightwear,Irall,Nightdresses,Irall",Irall,"Irall Solange Nightdress Red","100% Polyester",Large,23,4,18,0.1700,Red,https://www.alterego-lingerie.com/media/catalog/product/i/r/irsolange_nd_red_1.jpg,"2016-02-12 11:01:35","2017-09-15 16:55:10",https://www.alterego-lingerie.com/media/catalog/product/i/r/irsolange_nd_red_1.jpg,,,,,,,,,
1261,IRALLSOLANGENIGHTRESSREDMEDIUM,3106,irsolandrd,"Irall Solange Nightdress Red RedMedium","A beautiful nightdress available in dusty rose or deep red, with sheer black polka dot overlay. Adjustable straps and pretty embroidery on the cups. Solange arrives packaged in her own Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes. ","<p>A beautiful nightdress available in dusty rose or deep red, with sheer black polka dot overlay. Adjustable straps and pretty embroidery on the cups. Solange arrives packaged in her own Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes. </p>",Discontinued,red,33.9900,16.6400,"Nightwear,Irall,Nightdresses,Irall",Irall,"Irall Solange Nightdress Red","100% Polyester",Medium,23,4,18,0.1700,Red,https://www.alterego-lingerie.com/media/catalog/product/i/r/irsolange_nd_red_1.jpg,"2016-02-12 11:01:35","2017-09-15 16:54:48",https://www.alterego-lingerie.com/media/catalog/product/i/r/irsolange_nd_red_1.jpg,,,,,,,,,
1262,IRALLSOLANGENIGHTRESSREDSMALL,3107,irsolandrd,"Irall Solange Nightdress Red RedSmall","A beautiful nightdress available in dusty rose or deep red, with sheer black polka dot overlay. Adjustable straps and pretty embroidery on the cups. Solange arrives packaged in her own Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes. ","<p>A beautiful nightdress available in dusty rose or deep red, with sheer black polka dot overlay. Adjustable straps and pretty embroidery on the cups. Solange arrives packaged in her own Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes. </p>",Discontinued,amber,33.9900,16.6400,"Nightwear,Irall,Nightdresses,Irall",Irall,"Irall Solange Nightdress Red","100% Polyester",Small,23,4,18,0.1700,Red,https://www.alterego-lingerie.com/media/catalog/product/i/r/irsolange_nd_red_1.jpg,"2016-02-12 11:01:35","2017-09-15 16:55:10",https://www.alterego-lingerie.com/media/catalog/product/i/r/irsolange_nd_red_1.jpg,,,,,,,,,
1264,IRALLSOPHIELARGE,3109,irsophpjrs,"IRALL SOPHIE PYJAMAS PLUM/DUSTY ROSE LARGE","Sophie is made form rich Burgundy and delicate rose luxury satin fabric. The top provides an elegant contrast with the deeper shade offset in decorate embroidery and centre satin bow. A beautiful design. Adjustable shoe string straps, price is for the set. Item comes beautifully boxed.","<p>Sophie is made form rich Burgundy and delicate rose luxury satin fabric. The top provides an elegant contrast with the deeper shade offset in decorate embroidery and centre satin bow. A beautiful design. Adjustable shoe string straps, price is for the set. Item comes beautifully boxed.</p>","Stock Line",green,44.9900,20.1000,"Nightwear,Irall,Pyjamas",Irall,"Irall Sophie Pyjamas","98.3% Polyester, 1.7% Polyamide",Large,33,4,23,0.2500,"Dusty Rose","https://www.alterego-lingerie.com/media/catalog/product/i/r/irsophie.jpg,https://www.alterego-lingerie.com/media/catalog/product/i/r/irsophie.jpg","2016-02-12 11:01:35","2017-09-15 16:55:24",https://www.alterego-lingerie.com/media/catalog/product/i/r/irsophie.jpg,https://www.alterego-lingerie.com/media/catalog/product/i/r/irsophie.jpg,,,,,,,,
1265,IRALLSOPHIEMEDIUM,3110,irsophpjrs,"IRALL SOPHIE PYJAMAS PLUM/DUSTY ROSE MEDIUM","Sophie is made form rich Burgundy and delicate rose luxury satin fabric. The top provides an elegant contrast with the deeper shade offset in decorate embroidery and centre satin bow. A beautiful design. Adjustable shoe string straps, price is for the set. Item comes beautifully boxed.","<p>Sophie is made form rich Burgundy and delicate rose luxury satin fabric. The top provides an elegant contrast with the deeper shade offset in decorate embroidery and centre satin bow. A beautiful design. Adjustable shoe string straps, price is for the set. Item comes beautifully boxed.</p>","Stock Line",green,44.9900,20.1000,"Nightwear,Irall,Pyjamas",Irall,"Irall Sophie Pyjamas","98.3% Polyester, 1.7% Polyamide",Medium,33,4,23,0.2500,"Dusty Rose","https://www.alterego-lingerie.com/media/catalog/product/i/r/irsophie.jpg,https://www.alterego-lingerie.com/media/catalog/product/i/r/irsophie.jpg","2016-02-12 11:01:35","2017-09-15 16:55:46",https://www.alterego-lingerie.com/media/catalog/product/i/r/irsophie.jpg,https://www.alterego-lingerie.com/media/catalog/product/i/r/irsophie.jpg,,,,,,,,
1266,IRALLSOPHIESMALL,3111,irsophpjrs,"IRALL SOPHIE PYJAMAS PLUM/DUSTY ROSE SMALL","Sophie is made form rich Burgundy and delicate rose luxury satin fabric. The top provides an elegant contrast with the deeper shade offset in decorate embroidery and centre satin bow. A beautiful design. Adjustable shoe string straps, price is for the set. Item comes beautifully boxed.","<p>Sophie is made form rich Burgundy and delicate rose luxury satin fabric. The top provides an elegant contrast with the deeper shade offset in decorate embroidery and centre satin bow. A beautiful design. Adjustable shoe string straps, price is for the set. Item comes beautifully boxed.</p>","Stock Line",green,44.9900,20.1000,"Nightwear,Irall,Pyjamas",Irall,"Irall Sophie Pyjamas","98.3% Polyester, 1.7% Polyamide",Small,33,4,23,0.2500,"Dusty Rose","https://www.alterego-lingerie.com/media/catalog/product/i/r/irsophie.jpg,https://www.alterego-lingerie.com/media/catalog/product/i/r/irsophie.jpg","2016-02-12 11:01:35","2017-09-15 16:55:46",https://www.alterego-lingerie.com/media/catalog/product/i/r/irsophie.jpg,https://www.alterego-lingerie.com/media/catalog/product/i/r/irsophie.jpg,,,,,,,,
1267,IRALLSOPHIEXLARGE,3112,irsophpjrs,"IRALL SOPHIE PYJAMAS PLUM/DUSTY ROSE X LARGE","Sophie is made form rich Burgundy and delicate rose luxury satin fabric. The top provides an elegant contrast with the deeper shade offset in decorate embroidery and centre satin bow. A beautiful design. Adjustable shoe string straps, price is for the set. Item comes beautifully boxed.","<p>Sophie is made form rich Burgundy and delicate rose luxury satin fabric. The top provides an elegant contrast with the deeper shade offset in decorate embroidery and centre satin bow. A beautiful design. Adjustable shoe string straps, price is for the set. Item comes beautifully boxed.</p>","Stock Line",green,44.9900,20.1000,"Nightwear,Irall,Pyjamas",Irall,"Irall Sophie Pyjamas","98.3% Polyester, 1.7% Polyamide",XLarge,33,4,23,0.2500,"Dusty Rose","https://www.alterego-lingerie.com/media/catalog/product/i/r/irsophie.jpg,https://www.alterego-lingerie.com/media/catalog/product/i/r/irsophie.jpg","2016-02-12 11:01:35","2017-09-15 16:55:46",https://www.alterego-lingerie.com/media/catalog/product/i/r/irsophie.jpg,https://www.alterego-lingerie.com/media/catalog/product/i/r/irsophie.jpg,,,,,,,,
1269,IRALLTIFFANYSETPUR/PLUMBLARGE,3114,irtiffspp,"Irall Tiffany Set Purple/Plumb Large","Tiffany set is made in delicious shades of purple and plum satin. Beautiful lace and adjustable straps. Tiffany Set arrives packaged in an Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes.","<p>Tiffany set is made in delicious shades of purple and plum satin. Beautiful lace and adjustable straps. Tiffany Set arrives packaged in an Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes.</p>","Stock Line",red,39.9900,19.8700,"Nightwear,Irall,Pyjamas,Short Sets",Irall,"Irall Tiffany Set","100% Polyester",Large,23,4,18,0.1600,Purple/Plum,"https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_set.jpg,https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_set.jpg","2016-02-12 11:01:35","2017-09-15 16:55:24",https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_set.jpg,https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_set.jpg,,,,,,,,
1270,IRALLTIFFANYSETPUR/PLUMBMEDIUM,3115,irtiffspp,"Irall Tiffany Set Purple/Plumb Medium","Tiffany set is made in delicious shades of purple and plum satin. Beautiful lace and adjustable straps. Tiffany Set arrives packaged in an Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes.","<p>Tiffany set is made in delicious shades of purple and plum satin. Beautiful lace and adjustable straps. Tiffany Set arrives packaged in an Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes.</p>","Stock Line",green,39.9900,19.8700,"Nightwear,Irall,Pyjamas,Short Sets",Irall,"Irall Tiffany Set","100% Polyester",Medium,23,4,18,0.1600,Purple/Plum,"https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_set.jpg,https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_set.jpg","2016-02-12 11:01:35","2017-09-15 16:55:24",https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_set.jpg,https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_set.jpg,,,,,,,,
1271,IRALLTIFFANYSETPUR/PLUMBSMALL,3116,irtiffspp,"Irall Tiffany Set Purple/Plumb Small","Tiffany set is made in delicious shades of purple and plum satin. Beautiful lace and adjustable straps. Tiffany Set arrives packaged in an Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes.","<p>Tiffany set is made in delicious shades of purple and plum satin. Beautiful lace and adjustable straps. Tiffany Set arrives packaged in an Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes.</p>","Stock Line",green,39.9900,19.8700,"Nightwear,Irall,Pyjamas,Short Sets",Irall,"Irall Tiffany Set","100% Polyester",Small,23,4,18,0.1600,Purple/Plum,"https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_set.jpg,https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_set.jpg","2016-02-12 11:01:35","2017-09-15 16:55:24",https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_set.jpg,https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_set.jpg,,,,,,,,
1272,IRALLTIFFANYSETPUR/PLUMBXLARGE,3117,irtiffspp,"Irall Tiffany Set Purple/PlumXLarge","Tiffany set is made in delicious shades of purple and plum satin. Beautiful lace and adjustable straps. Tiffany Set arrives packaged in an Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes.","<p>Tiffany set is made in delicious shades of purple and plum satin. Beautiful lace and adjustable straps. Tiffany Set arrives packaged in an Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes.</p>","Stock Line",green,39.9900,19.8700,"Nightwear,Irall,Pyjamas,Short Sets",Irall,"Irall Tiffany Set","100% Polyester",XLarge,23,4,18,0.1600,Purple/Plum,"https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_set.jpg,https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_set.jpg","2016-02-12 11:01:36","2017-09-15 16:55:46",https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_set.jpg,https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_set.jpg,,,,,,,,
1273,IRALLTIFFANYNDRESSPUR/PLUMBLAR,3118,irtiffndpp,"Irall Tiffany Nightdress Purple/Plumb Large","Tiffany nightdress made in delicious shades of purple and plum satin. Beautiful lace and adjustable straps (image shown with dressing gown which is available separately). Tiffany nightdress arrives packaged in an Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes.","<p>Tiffany nightdress made in delicious shades of purple and plum satin. Beautiful lace and adjustable straps (image shown with dressing gown which is available separately). Tiffany nightdress arrives packaged in an Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes.</p>","Stock Line",green,39.9900,17.8000,"Nightwear,Irall,Nightdresses",Irall,"Irall Tiffany Nightdress","100% Polyester",Large,23,4,18,0.1500,Purple/Plum,"https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_nd_dg.jpg,https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_nd_dg.jpg","2016-02-12 11:01:36","2017-09-15 16:55:24",https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_nd_dg.jpg,https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_nd_dg.jpg,,,,,,,,
1274,IRALLTIFFANYNDRESSPUR/PLUMMED,3119,irtiffndpp,"Irall Tiffany Nightdress Purple/PlumMedium","Tiffany nightdress made in delicious shades of purple and plum satin. Beautiful lace and adjustable straps (image shown with dressing gown which is available separately). Tiffany nightdress arrives packaged in an Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes.","<p>Tiffany nightdress made in delicious shades of purple and plum satin. Beautiful lace and adjustable straps (image shown with dressing gown which is available separately). Tiffany nightdress arrives packaged in an Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes.</p>","Stock Line",green,39.9900,17.8000,"Nightwear,Irall,Nightdresses",Irall,"Irall Tiffany Nightdress","100% Polyester",Medium,23,4,18,0.1500,Purple/Plum,"https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_nd_dg.jpg,https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_nd_dg.jpg","2016-02-12 11:01:36","2017-09-15 16:55:57",https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_nd_dg.jpg,https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_nd_dg.jpg,,,,,,,,
1275,IRALLTIFFANYNDRESSPUR/PLUMSMAL,3120,irtiffndpp,"Irall Tiffany Nightdress Purple/PlumSmall","Tiffany nightdress made in delicious shades of purple and plum satin. Beautiful lace and adjustable straps (image shown with dressing gown which is available separately). Tiffany nightdress arrives packaged in an Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes.","<p>Tiffany nightdress made in delicious shades of purple and plum satin. Beautiful lace and adjustable straps (image shown with dressing gown which is available separately). Tiffany nightdress arrives packaged in an Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes.</p>","Stock Line",green,39.9900,17.8000,"Nightwear,Irall,Nightdresses",Irall,"Irall Tiffany Nightdress","100% Polyester",Small,23,4,18,0.1500,Purple/Plum,"https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_nd_dg.jpg,https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_nd_dg.jpg","2016-02-12 11:01:36","2017-09-15 16:55:46",https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_nd_dg.jpg,https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_nd_dg.jpg,,,,,,,,
1276,IRALLTIFFANYNDRESSPUR/PLUMBXLA,3121,irtiffndpp,"Irall Tiffany Nightdress Purple/PlumXLarge","Tiffany nightdress made in delicious shades of purple and plum satin. Beautiful lace and adjustable straps (image shown with dressing gown which is available separately). Tiffany nightdress arrives packaged in an Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes.","<p>Tiffany nightdress made in delicious shades of purple and plum satin. Beautiful lace and adjustable straps (image shown with dressing gown which is available separately). Tiffany nightdress arrives packaged in an Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes.</p>","Stock Line",green,39.9900,17.8000,"Nightwear,Irall,Nightdresses",Irall,"Irall Tiffany Nightdress","100% Polyester",XLarge,23,4,18,0.1500,Purple/Plum,"https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_nd_dg.jpg,https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_nd_dg.jpg","2016-02-12 11:01:36","2017-09-15 16:55:46",https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_nd_dg.jpg,https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_nd_dg.jpg,,,,,,,,
1277,IRALLTIFFANYDGOWNPUR/PLUMBLARG,3122,irtiffdgpp,"Irall Tiffany Dressing Gown Purple/PlumLarge","Tiffany dressing gown is available in delicious shades of purple and plum satin. Beautiful lace panels on the shoulders to match the nightdress, which is shown on the image and is available separately. Tiffany dressing gown arrives packaged in an Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes..","<p>Tiffany dressing gown is available in delicious shades of purple and plum satin. Beautiful lace panels on the shoulders to match the nightdress, which is shown on the image and is available separately. Tiffany dressing gown arrives packaged in an Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes..</p>","Stock Line",green,49.9900,24.9000,"Nightwear,Irall,Robes",Irall,"Irall Tiffany Dressing Gown","100% Polyester",Large,33,4,23,0.2700,Purple/Plum,https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_nd_dg.jpg,"2016-02-12 11:01:36","2017-09-15 16:55:46",https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_nd_dg.jpg,,,,,,,,,
1278,IRALLTIFFANYDGOWNPUR/PLUMBMED,3123,irtiffdgpp,"Irall Tiffany Dressing Gown Purple/PlumMedium","Tiffany dressing gown is available in delicious shades of purple and plum satin. Beautiful lace panels on the shoulders to match the nightdress, which is shown on the image and is available separately. Tiffany dressing gown arrives packaged in an Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes..","<p>Tiffany dressing gown is available in delicious shades of purple and plum satin. Beautiful lace panels on the shoulders to match the nightdress, which is shown on the image and is available separately. Tiffany dressing gown arrives packaged in an Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes..</p>","Stock Line",green,49.9900,24.9000,"Nightwear,Irall,Robes",Irall,"Irall Tiffany Dressing Gown","100% Polyester",Medium,33,4,23,0.2700,Purple/Plum,https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_nd_dg.jpg,"2016-02-12 11:01:36","2017-09-15 16:55:10",https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_nd_dg.jpg,,,,,,,,,
1279,IRALLTIFFANYDGOWNPUR/PLUMBSMAL,3124,irtiffdgpp,"Irall Tiffany Dressing Gown Purple/PlumSmall","Tiffany dressing gown is available in delicious shades of purple and plum satin. Beautiful lace panels on the shoulders to match the nightdress, which is shown on the image and is available separately. Tiffany dressing gown arrives packaged in an Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes..","<p>Tiffany dressing gown is available in delicious shades of purple and plum satin. Beautiful lace panels on the shoulders to match the nightdress, which is shown on the image and is available separately. Tiffany dressing gown arrives packaged in an Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes..</p>","Stock Line",green,49.9900,24.9000,"Nightwear,Irall,Robes",Irall,"Irall Tiffany Dressing Gown","100% Polyester",Small,33,4,23,0.2700,Purple/Plum,https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_nd_dg.jpg,"2016-02-12 11:01:36","2017-09-15 16:55:46",https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_nd_dg.jpg,,,,,,,,,
1280,IRALLTIFFANYDGOWNPUR/PLUMBXLAR,3125,irtiffdgpp,"Irall Tiffany Dressing Gown Purple/PlumXLarge","Tiffany dressing gown is available in delicious shades of purple and plum satin. Beautiful lace panels on the shoulders to match the nightdress, which is shown on the image and is available separately. Tiffany dressing gown arrives packaged in an Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes..","<p>Tiffany dressing gown is available in delicious shades of purple and plum satin. Beautiful lace panels on the shoulders to match the nightdress, which is shown on the image and is available separately. Tiffany dressing gown arrives packaged in an Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes..</p>","Stock Line",green,49.9900,24.9000,"Nightwear,Irall,Robes",Irall,"Irall Tiffany Dressing Gown","100% Polyester",XLarge,33,4,23,0.2700,Purple/Plum,https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_nd_dg.jpg,"2016-02-12 11:01:36","2017-09-15 16:55:46",https://www.alterego-lingerie.com/media/catalog/product/i/r/irtiffany_nd_dg.jpg,,,,,,,,,
1287,IRALLVANESSADRESSINGGOWNREDSMA,3132,irvandgrb,"Irall Vanessa Dressing Gown Red/BlackSmall","Vanessa dressing gown is made in sumptuous satin and can be matched with the nightdress (available separately) to create a complete set. The sleeves are decorated with black lace and red heart shaped embroidery. A matching satin belt is included. Please note the image for the dressing gown is shown with the nightdress which is not included, but is available to purchase separately. Vanessa dressing gown arrives packaged in her own Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes.","<p>Vanessa dressing gown is made in sumptuous satin and can be matched with the nightdress (available separately) to create a complete set. The sleeves are decorated with black lace and red heart shaped embroidery. A matching satin belt is included. Please note the image for the dressing gown is shown with the nightdress which is not included, but is available to purchase separately. Vanessa dressing gown arrives packaged in her own Irall box making her ideal for the gift market. Made in Europe and available in 4 sizes.</p>",Discontinued,amber,27.9900,12.6700,"Nightwear,Irall,Robes,Irall",Irall,"Irall Vanessa Dressing Gown","96% Polyester, 3.7% Polyamide, 0.3% Elastane",Small,33,4,23,0.2400,Red/Black,https://www.alterego-lingerie.com/media/catalog/product/v/a/vanessa_nd_dg.jpg,"2016-02-12 11:01:36","2017-09-15 16:55:10",https://www.alterego-lingerie.com/media/catalog/product/v/a/vanessa_nd_dg.jpg,,,,,,,,,
1307,IRALLALINEIISMALL,3152,iraliniindbw,"Irall Aline II Nightdress Black/WhiteSmall","Aline II is made in black and white polka dot fabric. Contrasted with white shoe string ribbon and ruffles. ","<p>Aline II is made in black and white polka dot fabric. Contrasted with white shoe string ribbon and ruffles. </p>",Discontinued,green,28.9900,12.4600,"Nightwear,Irall Erotic,Nightwear,Nightdresses,Nightdresses,Irall Erotic","Irall Erotic","Irall Aline II Nightdress","82.8% Polyamide, 11% Polyester, 6.2% Elastane",Small,23,4,18,0.1500,Black/White,https://www.alterego-lingerie.com/media/catalog/product/i/r/iraline_ii.jpg,"2016-02-12 11:01:37","2017-09-15 16:55:22",https://www.alterego-lingerie.com/media/catalog/product/i/r/iraline_ii.jpg,,,,,,,,,
1317,PROPR0010NIPPLECOVESBLACK,3164,PR0010,"PROVOCATIVE PR0010 Nipple Covers Heart Shape Black","Sexy heart shaped nipple covers.","Sexy heart shaped nipple covers.","Stock Line",green,7.9900,3.9100,"Provocative,Accessories,Nipple Covers,Accessories ,Nipple Covers,Accessories ,Nipple Covers",Provocative,"Provocative Nipple Covers Black/Black",N/A,"One Size",2,14,8,0.0200,Black,"https://www.alterego-lingerie.com/media/catalog/product/p/r/pr0010.jpg,https://www.alterego-lingerie.com/media/catalog/product/p/r/pr0010.jpg","2016-02-12 11:01:37","2017-09-15 16:54:53",https://www.alterego-lingerie.com/media/catalog/product/p/r/pr0010.jpg,https://www.alterego-lingerie.com/media/catalog/product/p/r/pr0010.jpg,,,,,,,,
